Runtime,Director,Writer,Actor,Rating,Target
138,Keishi Ohtomo,"Nobuhiro Watsuki , Sean Whitley , Kiyomi Fujii , Keishi Ohtomo ","Takeru Satô, Emi Takei, Tatsuya Fujiwara, Yôsuke Eguchi",7.7,1
113,Kevin Smith,Kevin Smith,"Ethan Suplee, Ben Affleck, Scott Mosier, Jason Lee",7.3,1
89,"Roxanne Benjamin, David Bruckner, Patrick Horvath, Radio Silence","Roxanne Benjamin, Matt Bettinelli-Olpin, David Bruckner, Susan Burke, Dallas Richard Hallam, Patrick Horvath","Chad Villella, Matt Bettinelli-Olpin, Kristina Pesic, Fabianne Therese",5.9,0
100,Jim Sharman,"Richard O'Brien , Jim Sharman , Richard O'Brien ","Tim Curry, Susan Sarandon, Barry Bostwick, Richard O'Brien",7.4,1
114,"Stephen Daldry, Christian Duurvoort","Andy Mulligan , Felipe Braga , Richard Curtis ","Rickson Tevez, Wagner Moura, José Dumont, Daniel Zettel",7.2,1
85,"Jeremy Degruson, Ben Stassen","Ben Stassen , James Flynn , Domonic Paris , Ben Stassen ","Cinda Adams, George Babbit, Brianne Brozey, Kathleen Gati",6.3,0
129,Niki Caro,"Christopher Cleveland , Bettina Gilois , Grant Thompson , Christopher Cleveland , Bettina Gilois ","Kevin Costner, Ramiro Rodriguez, Carlos Pratts, Johnny Ortiz",7.4,1
93,Tadayoshi Yamamuro,"Akira Toriyama , Akira Toriyama ","Masako Nozawa, Ryô Horikawa, Hiromi Tsuru, Masaharu Satô",7.5,1
101,Jonathan Demme,Diablo Cody,"Meryl Streep, Rick Springfield, Rick Rosas, Joe Vitale",6,0
92,Philip Martin,Richard D'Ovidio,"John Travolta, Christopher Plummer, Tye Sheridan, Abigail Spencer",5.7,0
99,Jason Krawczyk,Jason Krawczyk,"Henry Rollins, Booboo Stewart, Kate Greenhouse, Jordan Todosey",6.4,0
99,Emilis Velyvis,"Jonas Banys, Lewis Britnell , Emilis Velyvis","Vinnie Jones, Scot Williams, Gil Darnell, Oliver Jackson",6.7,0
159,S.S. Rajamouli,"Vijayendra Prasad , S.S. Rajamouli , C.H. Vijay Kumar , Ajay Kumar , Madhan Karky , Manoj Muntashir ","Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia",8.4,1
104,Nicholas Hytner,Alan Bennett,"Maggie Smith, Jim Broadbent, Clare Hammond, George Fenton",6.7,0
110,Wayne Blair,"Dalia Sofer , Hanna Weg","Salma Hayek, Adrien Brody, Shohreh Aghdashloo, Gabriella Wright",5.8,0
91,Charlie McDowell,Justin Lader,"Mark Duplass, Elisabeth Moss, Ted Danson, Kiana Cason",7.1,1
106,James Ponsoldt,"Donald Margulies , David Lipsky ","Joan Cusack, Jesse Eisenberg, Anna Chlumsky, Jason Segel",7.3,1
144,Brian G. Hutton,Troy Kennedy-Martin,"Clint Eastwood, Telly Savalas, Don Rickles, Carroll O'Connor",7.7,1
101,Steve McQueen,"Steve McQueen, Abi Morgan, Harold Manning ","Michael Fassbender, Lucy Walters, Mari-Ange Ramirez, James Badge Dale",7.3,1
103,David Michôd,"Joel Edgerton , David Michôd , David Michôd","Guy Pearce, Chan Kien, Tek Kong Lim, Tawanda Manyimo",6.4,0
84,Ronnie Thompson,Ronnie Thompson,"Tom Hughes, Noel Clarke, Alex Reid, George Russo",4.6,0
103,Peter Sollett,Ron Nyswaner ,"Julianne Moore, Ellen Page, Michael Shannon, Steve Carell",6.5,0
122,John Madden,"Ol Parker , Ol Parker , John Madden ","Dev Patel, Maggie Smith, Danny Mahoney, David Strathairn",6.6,0
127,Ang Lee,"Yann Martel , David Magee ","Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur",8,1
107,David Gordon Green,"Peter Straughan , Rachel Boynton ","Sandra Bullock, Billy Bob Thornton, Anthony Mackie, Joaquim de Almeida",6.1,0
114,Kevin Macdonald,Dennis Kelly ,"Jude Law, Karl Davies, Llewella Gideon, Jodie Whittaker",6.4,0
124,Giulio Ricciarelli,"Elisabeth Bartel , Giulio Ricciarelli , Elisabeth Bartel , Amelie Syberberg ","Alexander Fehling, André Szymanski, Friederike Becht, Johannes Krisch",7.3,1
93,Kei'ichi Sato,"Masami Kurumada , Chihiro Suzuki , Tomohiro Suzuki","Kaito Ishikawa, Kenji Akabane, Kenshô Ono, Nobuhiko Okamoto",5.5,0
122,Tommy Lee Jones,"Tommy Lee Jones , Kieran Fitzgerald , Wesley A. Oliver , Glendon Swarthout ","Tommy Lee Jones, Hilary Swank, Grace Gummer, Miranda Otto",6.6,0
91,Alain Darborg,"Piotr Marciniak, Alain Darborg","Simon J. Berger, Alexander Karim, Torkel Petersson, Susanne Thorson",5.7,0
88,Ben Palmer,Tess Morris,"Keir Charles, Phoebe Waller-Bridge, Lake Bell, Robert Wilfort",6.8,1
107,Alexandre Aja,"Alexandre Aja , Grégory Levasseur , Wes Craven","Aaron Stanford, Kathleen Quinlan, Vinessa Shaw, Emilie de Ravin",6.4,0
96,Paul W.S. Anderson,Paul W.S. Anderson,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer",5.4,0
93,Peter Bogdanovich,"Peter Bogdanovich , Louise Stratten ","Imogen Poots, Illeana Douglas, Graydon Carter, Owen Wilson",6.2,0
107,Lone Scherfig,"Laura Wade , Laura Wade","Thomas Arnold, Harry Lloyd, Amber Anderson, Max Irons",6,0
106,John Lyde,"John Lyde , Shylah Addante , David Addante ","Bailee Michelle Johnson, Paris Warner, David DeVilliers, Ruby Jones",4.6,0
98,Michael Dowse,"Elan Mastai, T.J. Dawe , Michael Rinaldi ","Daniel Radcliffe, Zoe Kazan, Megan Park, Adam Driver",6.8,1
118,Steven Spielberg,"Robert Zemeckis , Bob Gale , Robert Zemeckis , Bob Gale , John Milius ","Dan Aykroyd, Ned Beatty, John Belushi, Lorraine Gary",5.9,0
98,Jill Soloway,Jill Soloway,"Kathryn Hahn, Link Ruiz, Cesar Garcia, Jane Lynch",5.8,0
5,Marja Pensala,Marja Pensala,"Juha Olavinen, Pirjo Ravattinen",6.5,0
115,Kazuaki Kiriya,"Michael Konyves , Dove Sussman ","Clive Owen, Morgan Freeman, Cliff Curtis, Aksel Hennie",6.2,0
105,Sean Mewshaw,"Sean Mewshaw , Desiree Van Til , Desiree Van Til, Desi van Til , Desi van Til","Jason Sudeikis, Rebecca Hall, Joe Manganiello, Dianna Agron",6.2,0
90,Tim Blake Nelson,Tim Blake Nelson,"Sam Waterston, Ivan Goris, Rob Morgan, Corey Stoll",6.1,0
85,Ron Oliver,Mark Amato,"Candace Cameron Bure, Paul Greene, Sarah Strange, Alisson Amigo",6.2,0
100,Juan Carlos Fresnadillo,"Nicolás Casariego , Jaime Marques ","Clive Owen, Carice van Houten, Daniel Brühl, Pilar López de Ayala",5.4,0
91,Gil Junger,"James Robert Johnston, Bennett Yellin","Mike 'The Miz' Mizanin, AnnaLynne McCord, Saraya-Jade Bevis, Eric Keenleyside",5,0
146,Yimou Zhang,"Heng Liu , Geling Yan ","Christian Bale, Ni Ni, Xinyi Zhang, Tianyuan Huang",7.6,1
104,Ernie Barbarash,Joshua James,"Jean-Claude Van Damme, John Ralston, Aki Aleong, Charlotte Peters",5.1,0
88,"Jonathan Milott, Cary Murnion","Leigh Whannell, Ian Brennan, Leigh Whannell , Ian Brennan , Josh C. Waller ","Elijah Wood, Rainn Wilson, Alison Pill, Jack McBrayer",5.6,0
85,Kyle Rankin,"Kyle Rankin , Andy Selsor , Andy Selsor","Maria Thayer, Michael Cassidy, Chris Marquette, Syd Wilder",5.5,0
114,Oliver Hirschbiegel,"Léonie-Claire Breinersdorfer , Fred Breinersdorfer ","Christian Friedel, Katharina Schüttler, Burghart Klaußner, Johann von Bülow",7,1
162,Akira Kurosawa,"Akira Kurosawa , Hideo Oguni , Masato Ide , William Shakespeare ","Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû",8.3,1
110,Peter Thorwarth,"Stefan Holtz, Ralf Husmann , Peter Thorwarth , Peter Thorwarth","Moritz Bleibtreu, Axel Stein, Jasmin Gerat, Anna Maria Mühe",6.6,0
85,Fabrice Du Welz,"Fathi Beddiar , Fathi Beddiar , Fabrice Du Welz ","Gérard Lanvin, Joey Starr, Alice Taglioni, Ymanol Perset",5.7,0
130,Stefano Sollima,"Giancarlo De Cataldo , Carlo Bonini , Sandro Petraglia , Stefano Rulli , Sandro Petraglia , Stefano Rulli , Giancarlo De Cataldo , Carlo Bonini , Giancarlo De Cataldo , Carlo Bonini ","Pierfrancesco Favino, Jean-Hugues Anglade, Greta Scarano, Elio Germano",7.4,1
138,Cy Endfield,"John Prebble , Cy Endfield , John Prebble ","Stanley Baker, Jack Hawkins, Ulla Jacobsson, James Booth",7.8,1
94,Mary Agnes Donoghue,Mary Agnes Donoghue ,"Katherine Heigl, Tom Wilkinson, Linda Emond, Grace Gummer",5.5,0
120,Michael Moore,Michael Moore,"Michael Moore, Krista Kiuru, Tim Walker",7.6,1
118,Terrence Malick,Terrence Malick,"Christian Bale, Cate Blanchett, Natalie Portman, Brian Dennehy",5.7,0
82,Kevin Greutert,"L.D. Goffigan, Lucas Sussman , Lucas Sussman","Isla Fisher, Anson Mount, Gillian Jacobs, Joanna Cassidy",5.3,0
109,Robert Mandel,"Robert T. Megginson, Gregory Fleeman","Bryan Brown, Brian Dennehy, Diane Venora, Cliff De Young",6.7,0
86,Lou Simon,"Lou Simon, Lou Simon","Cassandra Scerbo, Adam Brudnicki, Tony Todd, Aniela McGuinness",3.5,0
116,Hannes Holm,"Fredrik Backman , Hannes Holm","Rolf Lassgård, Bahar Pars, Zozan Akgün, Tobias Almborg",7.6,1
95,Roel Reiné,David Benullo,"Randy Orton, Tom Stevens, Brian Markinson, Venus Terzo",5.4,0
108,Jacques Audiard,"Jacques Audiard , Tonino Benacquista , James Toback (earlier screenplay: d'après le film ""Fingers"" écrit et réalisé par)","Romain Duris, Niels Arestrup, Jonathan Zaccaï, Gilles Cohen",7.3,1
122,Eugenio Derbez,"Guillermo Ríos, Leticia López Margalli, Eugenio Derbez, Guillermo Ríos , Leticia López Margalli , Oscar Orlando Torres , Gustavo Rodríguez , David Hernández Miranda ","Andrés Vázquez, Hugo Stiglitz, Eugenio Derbez, Leia Freitas",7.6,1
102,Peter Chelsom,"Dan Berendsen, Michael Poryes , Rich Correll , Barry O'Brien ","Miley Cyrus, Billy Ray Cyrus, Emily Osment, Jason Earles",4.2,0
107,Antoine Bardou-Jacquet,Dean Craig,"Rupert Grint, Ron Perlman, Robert Sheehan, Stephen Campbell Moore",6.1,0
98,Kiah Roache-Turner,"Kiah Roache-Turner , Tristan Roache-Turner ","Jay Gallagher, Bianca Bradey, Leon Burchill, Keith Agius",6.3,0
115,Tobias Lindholm,Tobias Lindholm,"Tuva Novotny, Pilou Asbæk, Alex Høgh Andersen, Dar Salim",7.1,1
90,William Kaufman,"Alan B. McElroy, Scott Wiper , Declan O'Brien ","Mike 'The Miz' Mizanin, Melissa Roxburgh, Josh Blacker, Matthew MacCaull",5.2,0
100,Gia Coppola,"Gia Coppola, James Franco ","Jack Kilmer, Nat Wolff, Emma Roberts, Olivia Crocicchia",6.3,0
107,Marc Lawrence,Marc Lawrence,"Hugh Grant, Whit Baldwin, Vanessa Wasche, Enid Graham",6.2,0
90,Paul Andrew Williams,Simon Block,"Martin Freeman, Anthony LaPaglia, Rebecca Front, Andy Nyman",6.6,0
95,"Tony Oliver, Ryuichi Yagi, Takashi Yamazaki","Fujio F. Fujiko , Takashi Yamazaki ","Wasabi Mizuta, Megumi Oohara, Satoshi Tsumabuki, Yumi Kakazu",7.4,1
104,John Krokidas,"Austin Bunn , Austin Bunn , John Krokidas ","Daniel Radcliffe, Dane DeHaan, Michael C. Hall, Jack Huston",6.5,0
88,Todd Strauss-Schulson,"M.A. Fortin, Joshua John Miller","Taissa Farmiga, Malin Akerman, Alexander Ludwig, Nina Dobrev",6.6,0
83,Douglas Barr,"Gregg Rossen , Brian Sawyer , Gregg Rossen , Brian Sawyer , Tippi Dobrofsky , Neal H. Dobrofsky , Gregg Rossen , Brian Sawyer ","Lori Loughlin, Bailee Madison, Dermot Mulroney, Paul Stewart",6.6,0
150,Mike Leigh,Mike Leigh,"Timothy Spall, Paul Jesson, Dorothy Atkinson, Marion Bailey",6.8,1
87,Robert Harmon,"John Fasano , Michael Brandman , Robert B. Parker ","Tom Selleck, Jane Adams, Reg Rogers, Viola Davis",7.2,1
84,Noah Baumbach,"Noah Baumbach, Greta Gerwig","Greta Gerwig, Lola Kirke, Matthew Shear, Jasmine Cephas Jones",6.7,0
109,Ken Loach,Paul Laverty ,"Barry Ward, Francis Magee, Aileen Henry, Simone Kirby",6.7,0
101,Patricia Rozema,"Patricia Rozema, Jean Hegland ","Ellen Page, Evan Rachel Wood, Max Minghella, Callum Keith Rennie",6,0
107,Israel Horovitz,"Israel Horovitz , Israel Horovitz ","Kevin Kline, Michael Burstin, Elie Wajeman, Maggie Smith",6.3,0
98,Michael Almereyda,Michael Almereyda,"John Palladino, Anthony Edwards, Jim Gaffigan, Peter Sarsgaard",6.6,0
107,Saul Dibb,"Saul Dibb , Matt Charman , Irène Némirovsky ","Michelle Williams, Kristin Scott Thomas, Margot Robbie, Eric Godon",6.9,1
97,Julian Jarrold,"Trevor De Silva, Kevin Hood","Sarah Gadon, Bel Powley, Emily Watson, Rupert Everett",6.5,0
88,Yuefeng Song,"Bill Borden , Terry Izumi , Yuefeng Song , Yuefeng Zhong , Ran Zhuo , Ran Zhuo ","Jiao Xu, Guanlin Ji, Ying Huang, Dawei Shen",6.4,0
120,Alex Kendrick,"Alex Kendrick, Stephen Kendrick","Karen Abercrombie, Priscilla C. Shirer, T.C. Stallings, Tenae Downing",6.3,0
122,Danny Boyle,"Aaron Sorkin , Walter Isaacson ","Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",7.2,1
94,Rita Horst,Rita Horst,"Monique van de Ven, Johan Leysen, Ottolien Boeschoten, Peter Bolhuis",7.1,1
124,Maïwenn,"Etienne Comar , Maïwenn ","Vincent Cassel, Emmanuelle Bercot, Louis Garrel, Isild Le Besco",7,1
103,Stephen Frears,"John Hodge , David Walsh ","Ben Foster, Chris O'Dowd, Guillaume Canet, Jesse Plemons",6.5,0
106,Dan Fogelman,Dan Fogelman,"Al Pacino, Annette Bening, Jennifer Garner, Bobby Cannavale",7,1
114,Peter Chelsom,"Maria von Heland , Peter Chelsom , Tinker Lindsay , François Lelord ","Simon Pegg, Rosamund Pike, Tracy Ann Oberman, Jean Reno",7,1
85,Martin Bourboulon,"Matthieu Delaporte , Alexandre de La Patellière , Guillaume Clicquot de Mentque , Jérôme Fansten ","Laurent Lafitte, Marina Foïs, Alexandre Desrousseaux, Anna Lemarchand",6,0
100,Antoinette Beumer,"Marnie Blok, Karin van Holst Pellekaan","Carice van Houten, Jelka van Houten, Holly Hunter, Jacob Browne",6.9,1
97,Josh Radnor,"Harold Manning , Josh Radnor","Josh Radnor, Elizabeth Olsen, Richard Jenkins, Allison Janney",6.7,0
104,Bradley King,"Bradley King, Bp Cooper","Danielle Panabaker, Matt O'Leary, George Finn, John Rhys-Davies",6.5,0
135,Gaspar Noé,Gaspar Noé,"Aomi Muyock, Karl Glusman, Klara Kristin, Ugo Fox",6,0
85,Juan José Campanella,"Michael Broadbridge, Juan José Campanella , Roberto Fontanarrosa , Gastón Gorali , Eduardo Sacheri ","Gabriel Almirón, Federico Cecere, Ezequiel Cipols, Luciana Falcón",6.6,0
124,Olivier Assayas,Olivier Assayas ,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger",6.8,1
92,Kristian Levring,"Anders Thomas Jensen, Kristian Levring","Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Eric Cantona",6.8,1
84,"Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michal Socha","Roger Allers , Kahlil Gibran , Hanna Weg , Irene Mecchi , Douglas Wood ","Salma Hayek, Liam Neeson, John Krasinski, Alfred Molina",7.1,1
96,David Lowery,David Lowery,"Rooney Mara, Casey Affleck, Ben Foster, Keith Carradine",6.4,0
93,"François Simard, Anouk Whissell, Yoann-Karl Whissell","François Simard, Anouk Whissell, Yoann-Karl Whissell","Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright",6.7,0
119,Alex Gibney,"Alex Gibney, Lawrence Wright ","Paul Haggis, Jason Beghe, Spanky Taylor, David Miscavige",8.1,1
97,Rob Reiner,"Matt Elisofon, Nick Reiner","Nick Robinson, Morgan Saylor, Devon Bostick, Susan Misner",6.3,0
160,Andrew Dominik,"Andrew Dominik , Ron Hansen ","Brad Pitt, Mary-Louise Parker, Brooklynn Proulx, Dustin Bollinger",7.5,1
98,Christian Vincent,Christian Vincent ,"Fabrice Luchini, Sidse Babett Knudsen, Eva Lallier, Corinne Masiero",6.8,1
99,Ben Stiller,Helen Childress,"Winona Ryder, Ethan Hawke, Janeane Garofalo, Steve Zahn",6.6,0
100,Martin Zandvliet,Martin Zandvliet,"Roland Møller, Louis Hofmann, Joel Basman, Mikkel Boe Følsgaard",7.8,1
102,Frederik Du Chau,"David Schmidt , Steven P. Wegner , Kirk De Micco , Frederik Du Chau , David Schmidt ","Bruce Greenwood, Hayden Panettiere, Caspar Poyck, Gary Bullock",5.2,0
95,Victor Levin,Victor Levin,"Anton Yelchin, Bérénice Marlohe, David Remnick, David Shannon",7.1,1
117,Alan Rickman,"Jeremy Brock, Alison Deegan, Alan Rickman","Thomas Allam, Alan Rickman, Hope Hancock, Isabella Steinbarth",6.5,0
88,Allan Dwan,"Johanna Spyri , Walter Ferris , Julien Josephson ","Shirley Temple, Jean Hersholt, Arthur Treacher, Helen Westley",7.3,1
87,Colin Kennedy,Ewan Morrison,"Elena Anaya, Owen McDonnell, Elaine M. Ellis, Greg Hemphill",4.4,0
102,John Michael McDonagh,John Michael McDonagh,"Brendan Gleeson, Chris O'Dowd, Kelly Reilly, Aidan Gillen",7.4,1
112,Michael Cuesta,"Peter Landesman, Gary Webb , Nick Schou ","Jeremy Renner, Robert Patrick, Jena Sims, Robert Pralgo",7,1
112,Atom Egoyan,"Atom Egoyan , David Fraser , Atom Egoyan ","Kevin Durand, Alexia Fast, Mireille Enos, Rosario Dawson",5.9,0
135,Terence Davies,"Lewis Grassic Gibbon , Terence Davies ","Kevin Guthrie, Peter Mullan, Mark Bonnar, Agyness Deyn",6.5,0
99,John Dower,"John Dower , John Dower, Louis Theroux ","Rob Alter, Tom Cruise, Paz de la Huerta, Tom De Vocht",6.8,1
122,Kyle Patrick Alvarez,"Tim Talbott, Philip Zimbardo ","Billy Crudup, Michael Angarano, Moises Arias, Nicholas Braun",6.9,1
82,Jon Drever,"William Bridges, Jon Drever , Brett Goldstein","Brett Goldstein, Catherine Tate, Natalia Tena, Laura Haddock",5.5,0
115,Jacques Audiard,"Jacques Audiard , Jacques Audiard , Thomas Bidegain , Thomas Bidegain , Noé Debré , Noé Debré ","Jesuthasan Antonythasan, Kalieaswari Srinivasan, Claudine Vinasithamby, Vincent Rottiers",7.2,1
104,Jon Schnepp,Jon Schnepp,"Nicolas Cage, Tim Burton, Kevin Smith, Dan Gilroy",7.1,1
99,Nacho Cerdà,"Karim Hussain , Nacho Cerdà , Richard Stanley ","Anastasia Hille, Karel Roden, Valentin Ganev, Paraskeva Djukelova",5.6,0
102,Chris Rock,Chris Rock,"Chris Rock, Rosario Dawson, J.B. Smoove, Gabrielle Union",6.5,0
96,Ekachai Uekrongtham,"Dolph Lundgren , Steven Elder , Gabriel Dowrick , Dolph Lundgren ","Dolph Lundgren, Tony Jaa, Michael Jai White, Ron Perlman",5.7,0
90,Andrew Fleming,Stephen Zotnowski,"Evan Rachel Wood, Scott Speedman, Treat Williams, Kate Burton",6.6,0
90,Henrik Ruben Genz,"Marcus Sakey , Kelly Masterson ","Sam Spruell, Michael Fox, Diarmaid Murtagh, Francis Magee",5.5,0
108,"Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck","Ben Mendelsohn, Yvonne Landry, Anthony Howard, Ryan Reynolds",6.3,0
104,Raymond De Felitta,Jonathan Fernandez,"Michael Pitt, Nina Arianda, Andy Garcia, Ray Romano",6.3,0
101,Leslye Headland,Leslye Headland,"Alison Brie, Jason Sudeikis, Jordan Carlos, Margarita Levieva",6.5,0
88,Dearbhla Walsh,"Richard Curtis, Paul Mayhew-Archer, Roald Dahl ","James Corden, Salo Gardner, Dustin Hoffman, Richard Cordery",7,1
87,Blair Erickson,"Blair Erickson, Daniel J. Healy ","Katia Winter, Ted Levine, Michael McMillian, Corey Moosa",5.5,0
102,Chris Columbus,David Simkins,"Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp",6.9,1
86,Peter DeLuise,"Billy Brown, Dan Angel","Dove Cameron, Braeden Lemasters, Katherine McNamara, Casey Dubois",5.9,0
80,Julien Seri,"Cyril Ferment, Julien Seri, Pascal Sid, Tarubi ","Jonathan Howard, Jonathan Demurger, Fanny Valette, Jean-François Lenogue",5.3,0
130,Alfred Hitchcock,"Winston Graham , Jay Presson Allen ","Tippi Hedren, Martin Gabel, Sean Connery, Louise Latham",7.2,1
94,Harmony Korine,Harmony Korine,"James Franco, Selena Gomez, Vanessa Hudgens, Ashley Benson",5.3,0
90,Jing Wu,"Qun Dong, Yan Gao, Yi Liu, Jing Wu","Jing Wu, Nan Yu, Dahong Ni, Zhu Xiao",5.4,0
110,Brian G. Hutton,Edna O'Brien,"Elizabeth Taylor, Michael Caine, Susannah York, Margaret Leighton",5.9,0
90,Maya Forbes,Maya Forbes,"Mark Ruffalo, Zoe Saldana, Imogene Wolodarsky, Ashley Aufderheide",7,1
118,Angelo Pizzo,"Angelo Pizzo, Jim Dent ","Aaron Eckhart, Finn Wittrock, Rett Terrell, Michael Reilly Burke",7.1,1
95,Lenny Abrahamson,"Jon Ronson, Peter Straughan, Jon Ronson ","Domhnall Gleeson, Moira Brooker, Paul Butterworth, Phil Kingston",7,1
134,Hu Guan,"Runnian Dong, Hu Guan","Xiaogang Feng, Hanyu Zhang, Qing Xu, Kris Wu",7.2,1
108,Tatsuya Nagamine,"Eiichiro Oda , Osamu Suzuki ","Mayumi Tanaka, Kazuya Nakai, Akemi Okamura, Kappei Yamaguchi",8,1
95,"Jean-Pierre Dardenne, Luc Dardenne","Jean-Pierre Dardenne, Luc Dardenne","Marion Cotillard, Fabrizio Rongione, Catherine Salée, Batiste Sornin",7.4,1
92,P.J. Pesce,"Jan Fischer , James Jeremias , Hans Rodionoff","Tad Hilgenbrink, Angus Sutherland, Autumn Reeser, Gabrielle Rose",4.6,0
91,Jonathan Liebesman,"Sheldon Turner , Sheldon Turner , David J. Schow ","Jordana Brewster, Taylor Handley, Diora Baird, Matt Bomer",5.9,0
98,Peyton Reed,Jessica Bendinger,"Kirsten Dunst, Eliza Dushku, Jesse Bradford, Gabrielle Union",5.9,0
119,Alberto Arvelo,Timothy J. Sexton,"Edgar Ramírez, Erich Wildpret, María Valverde, Juana Acosta",7,1
116,Jonathan Teplitzky,"Frank Cottrell Boyce , Andy Paterson , Eric Lomax ","Jeremy Irvine, Colin Firth, Stellan Skarsgård, Michael MacKenzie",7.1,1
139,Tate Taylor,"Jez Butterworth , John-Henry Butterworth , Steven Baigelman , Jez Butterworth , John-Henry Butterworth ","Chadwick Boseman, Nelsan Ellis, Dan Aykroyd, Viola Davis",6.9,1
83,Christopher Leone,"Laura Harkcom , Christopher Leone , Christopher Leone ","Mark Hapka, Jessica Rothe, Eric Jungmann, Constance Wu",6.2,0
108,David Grovic,"David Grovic, Paul Conway, James Russo (original screenplay ""Motel"")","John Cusack, Rebecca Da Costa, Robert De Niro, Crispin Glover",5.3,0
101,Jacob Gentry,"Jacob Gentry, Jacob Gentry, Alex Orr ","Chad McKnight, Brianne Davis, AJ Bowen, Scott Poythress",5.4,0
99,"Severin Fiala, Veronika Franz","Veronika Franz , Severin Fiala ","Lukas Schwarz, Elias Schwarz, Susanne Wuest, Hans Escher",6.7,0
99,"Grant Harvey, Steven Hoban, Brett Sullivan","James Kee, Sarah Larsen, Doug Taylor, Pascal Trottier","William Shatner, George Buza, Rob Archer, Zoé De Grand Maison",5.6,0
107,László Nemes,"László Nemes, Clara Royer","Géza Röhrig, Levente Molnár, Urs Rechn, Todd Charmont",7.5,1
100,Nacho Vigalondo,Nacho Vigalondo,"Elijah Wood, Sasha Grey, Neil Maskell, Carlos Areces",5.2,0
95,"Andy Hamilton, Guy Jenkin","Andy Hamilton, Guy Jenkin","Rosamund Pike, David Tennant, Billy Connolly, Ben Miller",6.9,1
125,Abel Ferrara,"Abel Ferrara , Christ Zois ","Gérard Depardieu, Jacqueline Bisset, Marie Mouté, Paul Calderon",5.4,0
90,Tony Bui,"Michael Arlen Ross, Don Handfield","Peter Brooke, James Caan, Noel Clarke, Kevin Dillon",4.5,0
87,Anthony Leondis,"Chris McKenna, John Hoffman , Anthony Leondis , Dimitri Toscas ","John Cusack, Myleene Klass, Robin Walsh, Matt McKenna",6.1,0
100,Elmo Nüganen,Leo Kunnas,"Marko Leht, Maiken Schmidt, Kaspar Velberg, Pääru Oja",7.2,1
